index,date,value,ticker
Diluted Average Shares,2024-12-31 00:00:00,207000000.0,DTE
Basic Average Shares,2024-12-31 00:00:00,207000000.0,DTE
Diluted EPS,2024-12-31 00:00:00,6.77,DTE
Basic EPS,2024-12-31 00:00:00,6.78,DTE
Diluted NI Availto Com Stockholders,2024-12-31 00:00:00,1401000000.0,DTE
Net Income Common Stockholders,2024-12-31 00:00:00,1401000000.0,DTE
Otherunder Preferred Stock Dividend,2024-12-31 00:00:00,,DTE
Net Income,2024-12-31 00:00:00,1404000000.0,DTE
Minority Interests,2024-12-31 00:00:00,,DTE
Net Income Including Noncontrolling Interests,2024-12-31 00:00:00,1404000000.0,DTE
Net Income Discontinuous Operations,2024-12-31 00:00:00,,DTE
Net Income Continuous Operations,2024-12-31 00:00:00,1404000000.0,DTE
Tax Provision,2024-12-31 00:00:00,-34000000.0,DTE
Pretax Income,2024-12-31 00:00:00,1370000000.0,DTE
Other Income Expense,2024-12-31 00:00:00,-20000000.0,DTE
Other Non Operating Income Expenses,2024-12-31 00:00:00,-24000000.0,DTE
Special Income Charges,2024-12-31 00:00:00,-28000000.0,DTE
Gain On Sale Of Ppe,2024-12-31 00:00:00,-28000000.0,DTE
Other Special Charges,2024-12-31 00:00:00,,DTE
Write Off,2024-12-31 00:00:00,,DTE
Earnings From Equity Interest,2024-12-31 00:00:00,15000000.0,DTE
Gain On Sale Of Security,2024-12-31 00:00:00,17000000.0,DTE
Net Non Operating Interest Income Expense,2024-12-31 00:00:00,-815000000.0,DTE
Interest Expense Non Operating,2024-12-31 00:00:00,951000000.0,DTE
Interest Income Non Operating,2024-12-31 00:00:00,136000000.0,DTE
Operating Income,2024-12-31 00:00:00,2205000000.0,DTE
Operating Expense,2024-12-31 00:00:00,2133000000.0,DTE
Other Operating Expenses,2024-12-31 00:00:00,-86000000.0,DTE
Other Taxes,2024-12-31 00:00:00,487000000.0,DTE
Depreciation Amortization Depletion Income Statement,2024-12-31 00:00:00,1732000000.0,DTE
Depreciation And Amortization In Income Statement,2024-12-31 00:00:00,1732000000.0,DTE
Amortization,2024-12-31 00:00:00,16000000.0,DTE
Amortization Of Intangibles Income Statement,2024-12-31 00:00:00,16000000.0,DTE
Depreciation Income Statement,2024-12-31 00:00:00,1716000000.0,DTE
Selling General And Administration,2024-12-31 00:00:00,,DTE
General And Administrative Expense,2024-12-31 00:00:00,,DTE
Salaries And Wages,2024-12-31 00:00:00,,DTE
Gross Profit,2024-12-31 00:00:00,4338000000.0,DTE
Cost Of Revenue,2024-12-31 00:00:00,8119000000.0,DTE
Total Revenue,2024-12-31 00:00:00,12457000000.0,DTE
Operating Revenue,2024-12-31 00:00:00,12457000000.0,DTE
Tax Effect Of Unusual Items,2023-12-31 00:00:00,108000.0,DTE
Tax Rate For Calcs,2023-12-31 00:00:00,0.108,DTE
Normalized EBITDA,2023-12-31 00:00:00,3962000000.0,DTE
Total Unusual Items,2023-12-31 00:00:00,1000000.0,DTE
Total Unusual Items Excluding Goodwill,2023-12-31 00:00:00,1000000.0,DTE
Net Income From Continuing Operation Net Minority Interest,2023-12-31 00:00:00,1397000000.0,DTE
Reconciled Depreciation,2023-12-31 00:00:00,1606000000.0,DTE
Reconciled Cost Of Revenue,2023-12-31 00:00:00,8418000000.0,DTE
EBITDA,2023-12-31 00:00:00,3963000000.0,DTE
EBIT,2023-12-31 00:00:00,2357000000.0,DTE
Net Interest Income,2023-12-31 00:00:00,-734000000.0,DTE
Interest Expense,2023-12-31 00:00:00,791000000.0,DTE
Interest Income,2023-12-31 00:00:00,57000000.0,DTE
Normalized Income,2023-12-31 00:00:00,1396108000.0,DTE
Net Income From Continuing And Discontinued Operation,2023-12-31 00:00:00,1397000000.0,DTE
Total Expenses,2023-12-31 00:00:00,10453000000.0,DTE
Total Operating Income As Reported,2023-12-31 00:00:00,2243000000.0,DTE
Diluted Average Shares,2023-12-31 00:00:00,206000000.0,DTE
Basic Average Shares,2023-12-31 00:00:00,206000000.0,DTE
Diluted EPS,2023-12-31 00:00:00,6.76,DTE
Basic EPS,2023-12-31 00:00:00,6.77,DTE
Diluted NI Availto Com Stockholders,2023-12-31 00:00:00,1394000000.0,DTE
Net Income Common Stockholders,2023-12-31 00:00:00,1394000000.0,DTE
Otherunder Preferred Stock Dividend,2023-12-31 00:00:00,3000000.0,DTE
Net Income,2023-12-31 00:00:00,1397000000.0,DTE
Minority Interests,2023-12-31 00:00:00,0.0,DTE
Net Income Including Noncontrolling Interests,2023-12-31 00:00:00,1397000000.0,DTE
Net Income Discontinuous Operations,2023-12-31 00:00:00,0.0,DTE
Net Income Continuous Operations,2023-12-31 00:00:00,1397000000.0,DTE
Tax Provision,2023-12-31 00:00:00,169000000.0,DTE
Pretax Income,2023-12-31 00:00:00,1566000000.0,DTE
Other Income Expense,2023-12-31 00:00:00,8000000.0,DTE
Other Non Operating Income Expenses,2023-12-31 00:00:00,4000000.0,DTE
Special Income Charges,2023-12-31 00:00:00,-16000000.0,DTE
Gain On Sale Of Ppe,2023-12-31 00:00:00,-16000000.0,DTE
Other Special Charges,2023-12-31 00:00:00,,DTE
Write Off,2023-12-31 00:00:00,,DTE
Earnings From Equity Interest,2023-12-31 00:00:00,3000000.0,DTE
Gain On Sale Of Security,2023-12-31 00:00:00,17000000.0,DTE
Net Non Operating Interest Income Expense,2023-12-31 00:00:00,-734000000.0,DTE
Interest Expense Non Operating,2023-12-31 00:00:00,791000000.0,DTE
Interest Income Non Operating,2023-12-31 00:00:00,57000000.0,DTE
Operating Income,2023-12-31 00:00:00,2292000000.0,DTE
Operating Expense,2023-12-31 00:00:00,2035000000.0,DTE
Other Operating Expenses,2023-12-31 00:00:00,-42000000.0,DTE
Other Taxes,2023-12-31 00:00:00,462000000.0,DTE
Depreciation Amortization Depletion Income Statement,2023-12-31 00:00:00,1606000000.0,DTE
Depreciation And Amortization In Income Statement,2023-12-31 00:00:00,1606000000.0,DTE
Amortization,2023-12-31 00:00:00,15000000.0,DTE
Amortization Of Intangibles Income Statement,2023-12-31 00:00:00,15000000.0,DTE
Depreciation Income Statement,2023-12-31 00:00:00,1591000000.0,DTE
Selling General And Administration,2023-12-31 00:00:00,9000000.0,DTE
General And Administrative Expense,2023-12-31 00:00:00,9000000.0,DTE
Salaries And Wages,2023-12-31 00:00:00,9000000.0,DTE
Gross Profit,2023-12-31 00:00:00,4327000000.0,DTE
Cost Of Revenue,2023-12-31 00:00:00,8418000000.0,DTE
Total Revenue,2023-12-31 00:00:00,12745000000.0,DTE
Operating Revenue,2023-12-31 00:00:00,12745000000.0,DTE
Tax Effect Of Unusual Items,2022-12-31 00:00:00,208000.0,DTE
Tax Rate For Calcs,2022-12-31 00:00:00,0.026,DTE
Normalized EBITDA,2022-12-31 00:00:00,3247000000.0,DTE
Total Unusual Items,2022-12-31 00:00:00,8000000.0,DTE
Total Unusual Items Excluding Goodwill,2022-12-31 00:00:00,8000000.0,DTE
Net Income From Continuing Operation Net Minority Interest,2022-12-31 00:00:00,1083000000.0,DTE
Reconciled Depreciation,2022-12-31 00:00:00,1468000000.0,DTE
Reconciled Cost Of Revenue,2022-12-31 00:00:00,15560000000.0,DTE
EBITDA,2022-12-31 00:00:00,3255000000.0,DTE
EBIT,2022-12-31 00:00:00,1787000000.0,DTE
Net Interest Income,2022-12-31 00:00:00,-629000000.0,DTE
Interest Expense,2022-12-31 00:00:00,675000000.0,DTE
Interest Income,2022-12-31 00:00:00,46000000.0,DTE
Normalized Income,2022-12-31 00:00:00,1075208000.0,DTE
Net Income From Continuing And Discontinued Operation,2022-12-31 00:00:00,1083000000.0,DTE
Total Expenses,2022-12-31 00:00:00,17455000000.0,DTE
Total Operating Income As Reported,2022-12-31 00:00:00,1748000000.0,DTE
Diluted Average Shares,2022-12-31 00:00:00,196000000.0,DTE
Basic Average Shares,2022-12-31 00:00:00,195000000.0,DTE
Diluted EPS,2022-12-31 00:00:00,5.52,DTE
Basic EPS,2022-12-31 00:00:00,5.53,DTE
Diluted NI Availto Com Stockholders,2022-12-31 00:00:00,1080000000.0,DTE
Net Income Common Stockholders,2022-12-31 00:00:00,1080000000.0,DTE
Otherunder Preferred Stock Dividend,2022-12-31 00:00:00,3000000.0,DTE
Net Income,2022-12-31 00:00:00,1083000000.0,DTE
Minority Interests,2022-12-31 00:00:00,0.0,DTE
Net Income Including Noncontrolling Interests,2022-12-31 00:00:00,1083000000.0,DTE
Net Income Discontinuous Operations,2022-12-31 00:00:00,0.0,DTE
Net Income Continuous Operations,2022-12-31 00:00:00,1083000000.0,DTE
Tax Provision,2022-12-31 00:00:00,29000000.0,DTE
Pretax Income,2022-12-31 00:00:00,1112000000.0,DTE
Other Income Expense,2022-12-31 00:00:00,-32000000.0,DTE
Other Non Operating Income Expenses,2022-12-31 00:00:00,-26000000.0,DTE
Special Income Charges,2022-12-31 00:00:00,5000000.0,DTE
Gain On Sale Of Ppe,2022-12-31 00:00:00,5000000.0,DTE
Other Special Charges,2022-12-31 00:00:00,,DTE
Write Off,2022-12-31 00:00:00,,DTE
Earnings From Equity Interest,2022-12-31 00:00:00,-14000000.0,DTE
Gain On Sale Of Security,2022-12-31 00:00:00,3000000.0,DTE
Net Non Operating Interest Income Expense,2022-12-31 00:00:00,-629000000.0,DTE
Interest Expense Non Operating,2022-12-31 00:00:00,675000000.0,DTE
Interest Income Non Operating,2022-12-31 00:00:00,46000000.0,DTE
Operating Income,2022-12-31 00:00:00,1773000000.0,DTE
Operating Expense,2022-12-31 00:00:00,1895000000.0,DTE
Other Operating Expenses,2022-12-31 00:00:00,-29000000.0,DTE
Other Taxes,2022-12-31 00:00:00,457000000.0,DTE
Depreciation Amortization Depletion Income Statement,2022-12-31 00:00:00,1468000000.0,DTE
Depreciation And Amortization In Income Statement,2022-12-31 00:00:00,1468000000.0,DTE
Amortization,2022-12-31 00:00:00,16000000.0,DTE
Amortization Of Intangibles Income Statement,2022-12-31 00:00:00,16000000.0,DTE
Depreciation Income Statement,2022-12-31 00:00:00,1452000000.0,DTE
Selling General And Administration,2022-12-31 00:00:00,-1000000.0,DTE
General And Administrative Expense,2022-12-31 00:00:00,-1000000.0,DTE
Salaries And Wages,2022-12-31 00:00:00,-1000000.0,DTE
Gross Profit,2022-12-31 00:00:00,3668000000.0,DTE
Cost Of Revenue,2022-12-31 00:00:00,15560000000.0,DTE
Total Revenue,2022-12-31 00:00:00,19228000000.0,DTE
Operating Revenue,2022-12-31 00:00:00,19228000000.0,DTE
Tax Effect Of Unusual Items,2021-12-31 00:00:00,-73170000.0,DTE
Tax Rate For Calcs,2021-12-31 00:00:00,0.27,DTE
Normalized EBITDA,2021-12-31 00:00:00,3016000000.0,DTE
Total Unusual Items,2021-12-31 00:00:00,-271000000.0,DTE
Total Unusual Items Excluding Goodwill,2021-12-31 00:00:00,-271000000.0,DTE
Net Income From Continuing Operation Net Minority Interest,2021-12-31 00:00:00,790000000.0,DTE
Reconciled Depreciation,2021-12-31 00:00:00,1459000000.0,DTE
Reconciled Cost Of Revenue,2021-12-31 00:00:00,11546000000.0,DTE
EBITDA,2021-12-31 00:00:00,2745000000.0,DTE
EBIT,2021-12-31 00:00:00,1286000000.0,DTE
Net Interest Income,2021-12-31 00:00:00,-608000000.0,DTE
Interest Expense,2021-12-31 00:00:00,630000000.0,DTE
Interest Income,2021-12-31 00:00:00,22000000.0,DTE
Normalized Income,2021-12-31 00:00:00,987830000.0,DTE
Net Income From Continuing And Discontinued Operation,2021-12-31 00:00:00,907000000.0,DTE
Total Expenses,2021-12-31 00:00:00,13426000000.0,DTE
Total Operating Income As Reported,2021-12-31 00:00:00,1495000000.0,DTE
Diluted Average Shares,2021-12-31 00:00:00,194000000.0,DTE
Basic Average Shares,2021-12-31 00:00:00,193000000.0,DTE
Diluted EPS,2021-12-31 00:00:00,4.67,DTE
Basic EPS,2021-12-31 00:00:00,4.68,DTE
Diluted NI Availto Com Stockholders,2021-12-31 00:00:00,905000000.0,DTE
Net Income Common Stockholders,2021-12-31 00:00:00,905000000.0,DTE
Otherunder Preferred Stock Dividend,2021-12-31 00:00:00,2000000.0,DTE
Net Income,2021-12-31 00:00:00,907000000.0,DTE
Minority Interests,2021-12-31 00:00:00,4000000.0,DTE
Net Income Including Noncontrolling Interests,2021-12-31 00:00:00,903000000.0,DTE
Net Income Discontinuous Operations,2021-12-31 00:00:00,117000000.0,DTE
Net Income Continuous Operations,2021-12-31 00:00:00,786000000.0,DTE
Tax Provision,2021-12-31 00:00:00,-130000000.0,DTE
Pretax Income,2021-12-31 00:00:00,656000000.0,DTE
Other Income Expense,2021-12-31 00:00:00,-274000000.0,DTE
Other Non Operating Income Expenses,2021-12-31 00:00:00,-41000000.0,DTE
Special Income Charges,2021-12-31 00:00:00,-426000000.0,DTE
Gain On Sale Of Ppe,2021-12-31 00:00:00,-33000000.0,DTE
Other Special Charges,2021-12-31 00:00:00,393000000.0,DTE
Write Off,2021-12-31 00:00:00,,DTE
Earnings From Equity Interest,2021-12-31 00:00:00,38000000.0,DTE
Gain On Sale Of Security,2021-12-31 00:00:00,155000000.0,DTE
Net Non Operating Interest Income Expense,2021-12-31 00:00:00,-608000000.0,DTE
Interest Expense Non Operating,2021-12-31 00:00:00,630000000.0,DTE
Interest Income Non Operating,2021-12-31 00:00:00,22000000.0,DTE
Operating Income,2021-12-31 00:00:00,1538000000.0,DTE
Operating Expense,2021-12-31 00:00:00,1798000000.0,DTE
Other Operating Expenses,2021-12-31 00:00:00,-27000000.0,DTE
Other Taxes,2021-12-31 00:00:00,431000000.0,DTE
Depreciation Amortization Depletion Income Statement,2021-12-31 00:00:00,1377000000.0,DTE
Depreciation And Amortization In Income Statement,2021-12-31 00:00:00,1377000000.0,DTE
Amortization,2021-12-31 00:00:00,16000000.0,DTE
Amortization Of Intangibles Income Statement,2021-12-31 00:00:00,16000000.0,DTE
Depreciation Income Statement,2021-12-31 00:00:00,1361000000.0,DTE
Selling General And Administration,2021-12-31 00:00:00,17000000.0,DTE
General And Administrative Expense,2021-12-31 00:00:00,17000000.0,DTE
Salaries And Wages,2021-12-31 00:00:00,17000000.0,DTE
Gross Profit,2021-12-31 00:00:00,3336000000.0,DTE
Cost Of Revenue,2021-12-31 00:00:00,11628000000.0,DTE
Total Revenue,2021-12-31 00:00:00,14964000000.0,DTE
Operating Revenue,2021-12-31 00:00:00,14964000000.0,DTE
Tax Effect Of Unusual Items,2020-12-31 00:00:00,,DTE
Tax Rate For Calcs,2020-12-31 00:00:00,,DTE
Normalized EBITDA,2020-12-31 00:00:00,,DTE
Total Unusual Items,2020-12-31 00:00:00,,DTE
Total Unusual Items Excluding Goodwill,2020-12-31 00:00:00,,DTE
Net Income From Continuing Operation Net Minority Interest,2020-12-31 00:00:00,,DTE
Reconciled Depreciation,2020-12-31 00:00:00,,DTE
Reconciled Cost Of Revenue,2020-12-31 00:00:00,,DTE
EBITDA,2020-12-31 00:00:00,,DTE
EBIT,2020-12-31 00:00:00,,DTE
Net Interest Income,2020-12-31 00:00:00,,DTE
Interest Expense,2020-12-31 00:00:00,,DTE
Interest Income,2020-12-31 00:00:00,,DTE
Normalized Income,2020-12-31 00:00:00,,DTE
Net Income From Continuing And Discontinued Operation,2020-12-31 00:00:00,,DTE
Total Expenses,2020-12-31 00:00:00,,DTE
Total Operating Income As Reported,2020-12-31 00:00:00,,DTE
Diluted Average Shares,2020-12-31 00:00:00,,DTE
Basic Average Shares,2020-12-31 00:00:00,,DTE
Diluted EPS,2020-12-31 00:00:00,,DTE
Basic EPS,2020-12-31 00:00:00,,DTE
Diluted NI Availto Com Stockholders,2020-12-31 00:00:00,,DTE
Net Income Common Stockholders,2020-12-31 00:00:00,,DTE
Otherunder Preferred Stock Dividend,2020-12-31 00:00:00,,DTE
Net Income,2020-12-31 00:00:00,,DTE
Minority Interests,2020-12-31 00:00:00,-3000000.0,DTE
Net Income Including Noncontrolling Interests,2020-12-31 00:00:00,,DTE
Net Income Discontinuous Operations,2020-12-31 00:00:00,326000000.0,DTE
Net Income Continuous Operations,2020-12-31 00:00:00,,DTE
Tax Provision,2020-12-31 00:00:00,,DTE
Pretax Income,2020-12-31 00:00:00,,DTE
Other Income Expense,2020-12-31 00:00:00,,DTE
Other Non Operating Income Expenses,2020-12-31 00:00:00,,DTE
Special Income Charges,2020-12-31 00:00:00,,DTE
Gain On Sale Of Ppe,2020-12-31 00:00:00,,DTE
Other Special Charges,2020-12-31 00:00:00,6000000.0,DTE
Write Off,2020-12-31 00:00:00,35000000.0,DTE
Earnings From Equity Interest,2020-12-31 00:00:00,,DTE
Gain On Sale Of Security,2020-12-31 00:00:00,,DTE
Net Non Operating Interest Income Expense,2020-12-31 00:00:00,,DTE
Interest Expense Non Operating,2020-12-31 00:00:00,,DTE
Interest Income Non Operating,2020-12-31 00:00:00,,DTE
Operating Income,2020-12-31 00:00:00,,DTE
Operating Expense,2020-12-31 00:00:00,,DTE
Other Operating Expenses,2020-12-31 00:00:00,,DTE
Other Taxes,2020-12-31 00:00:00,,DTE
Depreciation Amortization Depletion Income Statement,2020-12-31 00:00:00,,DTE
Depreciation And Amortization In Income Statement,2020-12-31 00:00:00,,DTE
Amortization,2020-12-31 00:00:00,,DTE
Amortization Of Intangibles Income Statement,2020-12-31 00:00:00,,DTE
Depreciation Income Statement,2020-12-31 00:00:00,,DTE
Selling General And Administration,2020-12-31 00:00:00,50000000.0,DTE
General And Administrative Expense,2020-12-31 00:00:00,50000000.0,DTE
Salaries And Wages,2020-12-31 00:00:00,50000000.0,DTE
Gross Profit,2020-12-31 00:00:00,,DTE
Cost Of Revenue,2020-12-31 00:00:00,,DTE
Total Revenue,2020-12-31 00:00:00,,DTE
Operating Revenue,2020-12-31 00:00:00,,DTE
Tax Effect Of Unusual Items,2024-12-31 00:00:00,-2787952173.913043,GILD
Tax Rate For Calcs,2024-12-31 00:00:00,0.305797,GILD
Normalized EBITDA,2024-12-31 00:00:00,13551000000.0,GILD
Total Unusual Items,2024-12-31 00:00:00,-9117000000.0,GILD
Total Unusual Items Excluding Goodwill,2024-12-31 00:00:00,-9117000000.0,GILD
Net Income From Continuing Operation Net Minority Interest,2024-12-31 00:00:00,480000000.0,GILD
Reconciled Depreciation,2024-12-31 00:00:00,2767000000.0,GILD
Reconciled Cost Of Revenue,2024-12-31 00:00:00,6251000000.0,GILD
EBITDA,2024-12-31 00:00:00,4434000000.0,GILD
EBIT,2024-12-31 00:00:00,1667000000.0,GILD
Net Interest Income,2024-12-31 00:00:00,-696000000.0,GILD
Interest Expense,2024-12-31 00:00:00,977000000.0,GILD
Interest Income,2024-12-31 00:00:00,281000000.0,GILD
Normalized Income,2024-12-31 00:00:00,6809047826.086957,GILD
Net Income From Continuing And Discontinued Operation,2024-12-31 00:00:00,480000000.0,GILD
Total Expenses,2024-12-31 00:00:00,18249000000.0,GILD
Total Operating Income As Reported,2024-12-31 00:00:00,1662000000.0,GILD
Diluted Average Shares,2024-12-31 00:00:00,,GILD
Basic Average Shares,2024-12-31 00:00:00,,GILD
Diluted EPS,2024-12-31 00:00:00,,GILD
Basic EPS,2024-12-31 00:00:00,,GILD
Diluted NI Availto Com Stockholders,2024-12-31 00:00:00,480000000.0,GILD
Net Income Common Stockholders,2024-12-31 00:00:00,480000000.0,GILD
Net Income,2024-12-31 00:00:00,480000000.0,GILD
Minority Interests,2024-12-31 00:00:00,0.0,GILD
Net Income Including Noncontrolling Interests,2024-12-31 00:00:00,480000000.0,GILD
Net Income Continuous Operations,2024-12-31 00:00:00,479000000.0,GILD
Tax Provision,2024-12-31 00:00:00,211000000.0,GILD
Pretax Income,2024-12-31 00:00:00,690000000.0,GILD
Other Income Expense,2024-12-31 00:00:00,-9119000000.0,GILD
Other Non Operating Income Expenses,2024-12-31 00:00:00,-2000000.0,GILD
Special Income Charges,2024-12-31 00:00:00,-8843000000.0,GILD
Other Special Charges,2024-12-31 00:00:00,4663000000.0,GILD
Write Off,2024-12-31 00:00:00,4180000000.0,GILD
Gain On Sale Of Security,2024-12-31 00:00:00,-274000000.0,GILD
Net Non Operating Interest Income Expense,2024-12-31 00:00:00,-696000000.0,GILD
Interest Expense Non Operating,2024-12-31 00:00:00,977000000.0,GILD
Interest Income Non Operating,2024-12-31 00:00:00,281000000.0,GILD
Operating Income,2024-12-31 00:00:00,10505000000.0,GILD
Operating Expense,2024-12-31 00:00:00,11998000000.0,GILD
Research And Development,2024-12-31 00:00:00,5907000000.0,GILD
Selling General And Administration,2024-12-31 00:00:00,6091000000.0,GILD
Gross Profit,2024-12-31 00:00:00,22503000000.0,GILD
Cost Of Revenue,2024-12-31 00:00:00,6251000000.0,GILD
Total Revenue,2024-12-31 00:00:00,28754000000.0,GILD
Operating Revenue,2024-12-31 00:00:00,28754000000.0,GILD
Tax Effect Of Unusual Items,2023-12-31 00:00:00,-249436360.985566,GILD
Tax Rate For Calcs,2023-12-31 00:00:00,0.181805,GILD
Normalized EBITDA,2023-12-31 00:00:00,11868000000.0,GILD
Total Unusual Items,2023-12-31 00:00:00,-1372000000.0,GILD
Total Unusual Items Excluding Goodwill,2023-12-31 00:00:00,-1372000000.0,GILD
Net Income From Continuing Operation Net Minority Interest,2023-12-31 00:00:00,5665000000.0,GILD
Reconciled Depreciation,2023-12-31 00:00:00,2693000000.0,GILD
Reconciled Cost Of Revenue,2023-12-31 00:00:00,6498000000.0,GILD
EBITDA,2023-12-31 00:00:00,10496000000.0,GILD
EBIT,2023-12-31 00:00:00,7803000000.0,GILD
Net Interest Income,2023-12-31 00:00:00,-568000000.0,GILD
Interest Expense,2023-12-31 00:00:00,944000000.0,GILD
Interest Income,2023-12-31 00:00:00,376000000.0,GILD
Normalized Income,2023-12-31 00:00:00,6787563639.014434,GILD
Net Income From Continuing And Discontinued Operation,2023-12-31 00:00:00,5665000000.0,GILD
Total Expenses,2023-12-31 00:00:00,18306000000.0,GILD
Total Operating Income As Reported,2023-12-31 00:00:00,7605000000.0,GILD
Diluted Average Shares,2023-12-31 00:00:00,1258000000.0,GILD
Basic Average Shares,2023-12-31 00:00:00,1248000000.0,GILD
Diluted EPS,2023-12-31 00:00:00,4.5,GILD
Basic EPS,2023-12-31 00:00:00,4.54,GILD
Diluted NI Availto Com Stockholders,2023-12-31 00:00:00,5665000000.0,GILD
Net Income Common Stockholders,2023-12-31 00:00:00,5665000000.0,GILD
Net Income,2023-12-31 00:00:00,5665000000.0,GILD
Minority Interests,2023-12-31 00:00:00,52000000.0,GILD
Net Income Including Noncontrolling Interests,2023-12-31 00:00:00,5613000000.0,GILD
Net Income Continuous Operations,2023-12-31 00:00:00,5612000000.0,GILD
Tax Provision,2023-12-31 00:00:00,1247000000.0,GILD
Pretax Income,2023-12-31 00:00:00,6859000000.0,GILD
Other Income Expense,2023-12-31 00:00:00,-1383000000.0,GILD
Other Non Operating Income Expenses,2023-12-31 00:00:00,-11000000.0,GILD
Special Income Charges,2023-12-31 00:00:00,-1205000000.0,GILD
Other Special Charges,2023-12-31 00:00:00,1155000000.0,GILD
Write Off,2023-12-31 00:00:00,50000000.0,GILD
Gain On Sale Of Security,2023-12-31 00:00:00,-167000000.0,GILD
Net Non Operating Interest Income Expense,2023-12-31 00:00:00,-568000000.0,GILD
Interest Expense Non Operating,2023-12-31 00:00:00,944000000.0,GILD
Interest Income Non Operating,2023-12-31 00:00:00,376000000.0,GILD
Operating Income,2023-12-31 00:00:00,8810000000.0,GILD
Operating Expense,2023-12-31 00:00:00,11808000000.0,GILD
Research And Development,2023-12-31 00:00:00,5718000000.0,GILD
Selling General And Administration,2023-12-31 00:00:00,6090000000.0,GILD
Gross Profit,2023-12-31 00:00:00,20618000000.0,GILD
Cost Of Revenue,2023-12-31 00:00:00,6498000000.0,GILD
Total Revenue,2023-12-31 00:00:00,27116000000.0,GILD
Operating Revenue,2023-12-31 00:00:00,27116000000.0,GILD
Tax Effect Of Unusual Items,2022-12-31 00:00:00,-924715000.0,GILD
Tax Rate For Calcs,2022-12-31 00:00:00,0.215,GILD
Normalized EBITDA,2022-12-31 00:00:00,13153000000.0,GILD
Total Unusual Items,2022-12-31 00:00:00,-4301000000.0,GILD
Total Unusual Items Excluding Goodwill,2022-12-31 00:00:00,-4301000000.0,GILD
Net Income From Continuing Operation Net Minority Interest,2022-12-31 00:00:00,4592000000.0,GILD
Reconciled Depreciation,2022-12-31 00:00:00,2103000000.0,GILD
Reconciled Cost Of Revenue,2022-12-31 00:00:00,5657000000.0,GILD
EBITDA,2022-12-31 00:00:00,8852000000.0,GILD
EBIT,2022-12-31 00:00:00,6749000000.0,GILD
Net Interest Income,2022-12-31 00:00:00,-829000000.0,GILD
Interest Expense,2022-12-31 00:00:00,935000000.0,GILD
Interest Income,2022-12-31 00:00:00,106000000.0,GILD
Normalized Income,2022-12-31 00:00:00,7968285000.0,GILD
Net Income From Continuing And Discontinued Operation,2022-12-31 00:00:00,4592000000.0,GILD
Total Expenses,2022-12-31 00:00:00,16307000000.0,GILD
Total Operating Income As Reported,2022-12-31 00:00:00,7330000000.0,GILD
Diluted Average Shares,2022-12-31 00:00:00,1262000000.0,GILD
Basic Average Shares,2022-12-31 00:00:00,1255000000.0,GILD
Diluted EPS,2022-12-31 00:00:00,3.64,GILD
Basic EPS,2022-12-31 00:00:00,3.66,GILD
Diluted NI Availto Com Stockholders,2022-12-31 00:00:00,4592000000.0,GILD
Net Income Common Stockholders,2022-12-31 00:00:00,4592000000.0,GILD
Net Income,2022-12-31 00:00:00,4592000000.0,GILD
Minority Interests,2022-12-31 00:00:00,26000000.0,GILD
Net Income Including Noncontrolling Interests,2022-12-31 00:00:00,4566000000.0,GILD
Net Income Continuous Operations,2022-12-31 00:00:00,4566000000.0,GILD
Tax Provision,2022-12-31 00:00:00,1248000000.0,GILD
Pretax Income,2022-12-31 00:00:00,5814000000.0,GILD
Other Income Expense,2022-12-31 00:00:00,-4330000000.0,GILD
Other Non Operating Income Expenses,2022-12-31 00:00:00,-29000000.0,GILD
Special Income Charges,2022-12-31 00:00:00,-3644000000.0,GILD
Other Special Charges,2022-12-31 00:00:00,944000000.0,GILD
Write Off,2022-12-31 00:00:00,2700000000.0,GILD
Gain On Sale Of Security,2022-12-31 00:00:00,-657000000.0,GILD
Net Non Operating Interest Income Expense,2022-12-31 00:00:00,-829000000.0,GILD
Interest Expense Non Operating,2022-12-31 00:00:00,935000000.0,GILD
Interest Income Non Operating,2022-12-31 00:00:00,106000000.0,GILD
Operating Income,2022-12-31 00:00:00,10974000000.0,GILD
Operating Expense,2022-12-31 00:00:00,10650000000.0,GILD
Research And Development,2022-12-31 00:00:00,4977000000.0,GILD
Selling General And Administration,2022-12-31 00:00:00,5673000000.0,GILD
Gross Profit,2022-12-31 00:00:00,21624000000.0,GILD
Cost Of Revenue,2022-12-31 00:00:00,5657000000.0,GILD
Total Revenue,2022-12-31 00:00:00,27281000000.0,GILD
Operating Revenue,2022-12-31 00:00:00,27281000000.0,GILD
Tax Effect Of Unusual Items,2021-12-31 00:00:00,-235689000.0,GILD
Tax Rate For Calcs,2021-12-31 00:00:00,0.251,GILD
Normalized EBITDA,2021-12-31 00:00:00,12268000000.0,GILD
Total Unusual Items,2021-12-31 00:00:00,-939000000.0,GILD
Total Unusual Items Excluding Goodwill,2021-12-31 00:00:00,-939000000.0,GILD
Net Income From Continuing Operation Net Minority Interest,2021-12-31 00:00:00,6225000000.0,GILD
Reconciled Depreciation,2021-12-31 00:00:00,2050000000.0,GILD
Reconciled Cost Of Revenue,2021-12-31 00:00:00,6601000000.0,GILD
EBITDA,2021-12-31 00:00:00,11329000000.0,GILD
EBIT,2021-12-31 00:00:00,9279000000.0,GILD
Net Interest Income,2021-12-31 00:00:00,-1001000000.0,GILD
